"kod";"adres";"miejscowosc";"wojewodztwo";"powiat"
"47-220";"ul. Mi≥a";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-220";"ul. Miarki Karola";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-220";"ul. Modrzewiowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-220";"ul. Morelowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-220";"ul. Morwowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-220";"ul. Nowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-220";"ul. Ogrodowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-220";"ul. Orzechowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-220";"ul. Park Orderu Uúmiechu";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-220";"ul. Parkowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-222";"Poczta KÍdzierzyn-Koüle 002, ul. Dworcowa 2";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-223";"ul. ChemikÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-223";"ul. Dπbrowa Leúna";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-223";"ul. Grabskiego W≥adys≥awa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-223";"ul. Jordanowska";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-223";"ul. Mostowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"Al. PartyzantÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"Al. RÛø";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"Poczta KÍdzierzyn-Koüle 006, ul. Plac Gwardii Ludowej 2";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. B≥awatkÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Bema JÛzefa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Boøka Arki";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. BratkÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. ChabrÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Chopina Fryderyka";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Cicha";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. DÍbowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Elsnera JÛzefa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Genera≥a Sikorskiego W≥adys≥awa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Gliwicka";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. GoüdzikÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. IrysÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. KiliÒskiego Jana";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Koúciuszki Tadeusza";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Konwalii";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Korczaka Janusza";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Koszykowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Kozielska";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. KrokusÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Kwiatowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Ligonia Juliusza";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. M≥yÒska";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. MakÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Mickiewicza Adama";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Moniuszki Stanis≥awa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Niezapominajek";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Norwida Cypriana Kamila";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. OdrzaÒska";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Orzeszkowej Elizy";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Paderewskiego Ignacego";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-224";"ul. Pancernych";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"Al. Jana Paw≥a II od 56 do ostatniego, od 53 do ostatniego";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"Poczta KÍdzierzyn-Koüle 007, ul. Tuwima 23 F";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"Skrytki Pocztowe Poczta KÍdzierzyn-Koüle 007, ul. Tuwima 23 F";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"ul. Bia≥y £ug";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"ul. Boczna";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"ul. Broniewskiego W≥adys≥awa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"ul. EnergetykÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"ul. Ludowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"ul. MakuszyÒskiego Kornela";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"ul. Modrzejewskiej Heleny";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"ul. Na≥kowskiej Zofii";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"ul. Niepodleg≥oúci";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"ul. Nowowiejska";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-225";"ul. Owocowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. 8 Marca";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Asnyka Adama";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Barbary";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Batorego Stefana";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Brzechwy Jana";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Ciasna";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Czajki";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. CzyøykÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. DπbrowszczakÛw";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. DaszyÒskiego Ignacego";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Dembowskiego Edwarda";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Dolna";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Eløbiety";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Fredry Aleksandra";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. GÛrna";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Ga≥czyÒskiego Konstantego Ildefonsa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. GojawiczyÒskiej Poli";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. JaskÛ≥ek";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Kameralna";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Kasprowicza Jana";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Ko≥≥πtaja Hugo";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Kocha Roberta";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Krucza";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Kruczkowskiego Leona";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Ksiπøπt Opolskich";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. KsiÍdza Droni Amanda";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. KsiÍdza åciegiennego Piotra";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Lokalna";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Ma≥a";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Marii";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Modra";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Nadrzeczna";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Naftowa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Niezdrowicka";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Odleg≥a";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Orkana W≥adys≥awa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-230";"ul. Orna";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"Al. Jana Paw≥a II od 40 do 54, od 39 do 51";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"Al. Lisa Ignacego";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"Poczta KÍdzierzyn-Koüle 012, ul. Lokietka W≥adys≥awa 25";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Benisza Adama";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Boles≥awa Krzywoustego";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Boles≥awa åmia≥ego";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Bulwar Wschodni";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Chodkiewicza Karola";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Fojkisa Walentego";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Gajdzika Karola";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Horoszkiewicza Romana";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Kazimierza Wielkiego";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Kellera Jana";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Korfantego Wojciecha";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. KrÛlowej Jadwigi";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. KuczyÒskiego Zygmunta";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Leszka Bia≥ego";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Meissnera Janusza";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. Mieszka I";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-232";"ul. £okietka W≥adys≥awa";"KÍdzierzyn-Koüle";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-240";"Poczta Bierawa, ul. Koúcielna 2";"Bierawa";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-244";"Poczta Bierawa, ul. Nowa 2";"Dziergowice";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-246";"Poczta Bierawa, ul. Gliwicka 7";"Kotlarnia";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-253";"Poczta Cisek, ul. Planetorza 57";"Cisek";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-260";"Poczta Polska Cerekiew, ul. Pocztowa 4";"Polska Cerekiew";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-263";"Poczta Polska Cerekiew, ul. Chopina 57";"ZakrzÛw";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-270";"Poczta GoúciÍcin, ul. Koúcielna 2";"GoúciÍcin";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-280";"Poczta Paw≥owiczki, ul. Wyzwolenia 76";"Paw≥owiczki";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-280";"Skrytki Pocztowe Poczta Paw≥owiczki, ul. Wyzwolenia 76";"Paw≥owiczki";"opolskie";"kÍdzierzyÒsko-kozielski"
"47-300";"Poczta Krapkowice 001, ul. Opolska 30";"Krapkowice";"opolskie";"krapkowicki"
"47-300";"Skrytki Pocztowe Poczta Krapkowice 001, ul. Opolska 30";"Krapkowice";"opolskie";"krapkowicki"
"47-303";"Poczta Krapkowice 003 (Otmet), ul. Krasickiego 4";"Krapkowice";"opolskie";"krapkowicki"
"47-303";"Skrytki Pocztowe Poczta Krapkowice 003 (Otmet), ul. Krasickiego 4";"Krapkowice";"opolskie";"krapkowicki"
"47-316";"Poczta GÛraødøe, ul. Dworcowa 10";"GÛraødøe";"opolskie";"krapkowicki"
"47-320";"Poczta Gogolin ålπski, ul. Ligonia Juliusza 2";"Gogolin";"opolskie";"krapkowicki"
"47-320";"Skrytki Pocztowe Poczta Gogolin ålπski, ul. Ligonia Juliusza 2";"Gogolin";"opolskie";"krapkowicki"
"47-325";"Poczta KamieÒ ålπski, ul. Myúliwca 5";"KamieÒ ålπski";"opolskie";"krapkowicki"
"47-330";"Poczta Zdzieszowice, ul. Filarskiego 5";"Zdzieszowice";"opolskie";"krapkowicki"
"47-330";"Skrytki Pocztowe Poczta Zdzieszowice, ul. Filarskiego 5";"Zdzieszowice";"opolskie";"krapkowicki"
"47-340";"Poczta G≥ogÛwek, ul. Dworcowa 30";"Twardawa";"opolskie";"prudnicki"
"47-344";"Poczta Walce, ul. Zamkowa 77";"Walce";"opolskie";"krapkowicki"
"47-344";"Skrytki Pocztowe Poczta Walce, ul. Zamkowa 77";"Walce";"opolskie";"krapkowicki"
"47-364";"Poczta Krapkowice";"Strzeleczki";"opolskie";"krapkowicki"
"47-370";"Poczta Krapkowice 001";"Zielina";"opolskie";"krapkowicki"
"47-400";"Pl. BohaterÛw Westerplatte";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Pl. D≥ugosza Jana";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Pl. DominikaÒski";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Pl. Dworcowy";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Pl. KrÛla Jagie≥≥y W≥adys≥awa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Pl. KsiÍønej Ofki PiastÛwny";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Pl. Mostowy";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Pl. Na≥kowskiej Zofii";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Pl. Okrzei Stefana";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Pl. Targowy";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Pl. Wolnoúci";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Poczta RacibÛrz, ul. Pocztowa 14";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"Skrytki Pocztowe Poczta RacibÛrz, ul. Pocztowa 14";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. 1-go Maja";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Adamczyka Kaspra";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Agnieszki";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Armii Krajowej";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Badury Jana";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Bankowa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Basztowa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Bielska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. BoÒczyka Norberta";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Bosacka";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Browarna";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Brzozowa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Bydgoska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Cecylii";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Cegielniana";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Che≥moÒskiego JÛzefa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Chopina Fryderyka";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Chudoby JÛzefa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. CiemiÍgi Walentego";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. CieszyÒska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Cygarowa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Czekoladowa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Czoga≥y Leona";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. D≥uga";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. DπbrowszczakÛw";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Doktora Rogera Juliusza";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Doktora Rostka JÛzefa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Drewniana";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Drzewieckiego Stefana";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Drzyma≥y Stanis≥awa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Dworska od 32 do ostatniego";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Eløbiety";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Fabryczna";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Filmowa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Fojcika Ignacego";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. G≥owackiego Bartosza";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. G≥ubczycka";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Gamowska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. GdyÒska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Genera≥a Bema JÛzefa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Genera≥a Dπbrowskiego Jaros≥awa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Gimnazjalna";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. GnieünieÒska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Goduli Franciszka";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Graniczna";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Grzonki Stanis≥awa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Huzarska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Jana";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Jeziorowa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Kana≥owa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Kapuúcika Antoniego";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Karola";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Kasprowicza Jana";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Katarzyny";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. KiliÒskiego Jana";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Klasztorna";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Koúcielna";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Koúciuszki Tadeusza";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Kochanowskiego Jana";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Kolejowa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Komunalna";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Kopernika Miko≥aja";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Korfantego Wojciecha";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Kossaka Juliusza";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Kowalska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Kozielska od 2 do 118, od 1 do 111";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. KrÛla Batorego Stefana";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. KrÛlewska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. KsiπøÍca";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. KsiÍcia Przemys≥awa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. KsiÍcia Raciborskiego Leszka";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. KsiÍdza Londzina JÛzefa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. KsiÍdza Staszica Stanis≥awa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Lasoty Bartka";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Leúna";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Lecznicza";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Ligonia Juliusza";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Lotnicza";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Ludwika";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Lwowska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. M≥yÒska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Malczewskiego Kazimierza";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Markowicka";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Marty";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. MaÊkowskiego Jana Karola";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Miarki Karola";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Mickiewicza Adama";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Mieszka I Raciborskiego";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Miko≥aja";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Miko≥owska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Morawska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Morcinka Gustawa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Nad Kolejπ";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Nowa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Nowary Alojzego";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Nowomiejska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Odpoczynkowa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. OdrzaÒska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Ogrodowa";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Opawska od 2 do 86, od 1 do 87";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Opolska";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. Orzeszkowej Elizy";"RacibÛrz";"úlπskie";"raciborski"
"47-400";"ul. OstrÛgska";"RacibÛrz";"úlπskie";"raciborski"
